Id,Name,SalaryFrom,ExpLevel,OfferPortalCompanyId,Category,JobLanguage,Location,IsRemote,Technology,ExternalId,SalaryTo,Company
553,DATAGROUP Polska Sp. z o.o.,10000.0000,Mid,2,devops,,Remote,true,COBOL,1714477035584,20000.0000,DATAGROUP Polska Sp. z o.o.
570,Ework Group,18480.0000,Mid,2,erp,,Kraków,false,null,1715513701580,29400.0000,Ework Group
571,Edge One Solutions Sp. z o.o.,0.0000,Mid,2,backend,,Warszawa,false,Java,1715081648217,0.0000,Edge One Solutions Sp. z o.o.
572,DATEV,16882.0000,Senior,2,fullstack,,Warszawa,false,Java,1715081628542,30012.0000,DATEV
573,Datev,26260.0000,Senior,2,architecture,,Warszawa,false,null,1715081575605,32827.0000,Datev
574,VGW,0.0000,Mid,2,backend,,Kraków,false,Kotlin,1715081500793,0.0000,VGW
575,VGW,0.0000,Senior,2,frontend,,Kraków,false,HTML,1715081495934,0.0000,VGW
576,VGW,0.0000,Senior,2,backend,,Kraków,false,null,1715081491603,0.0000,VGW
577,VGW,0.0000,Senior,2,productManagement,,Kraków,false,null,1715081487768,0.0000,VGW
578,VGW,0.0000,Expert,2,backend,,Kraków,false,null,1715081482532,0.0000,VGW
579,Antal,25200.0000,Mid,2,backend,en,Remote,true,Golang,1713958217107,30240.0000,Antal
596,FARMINA PET FOODS POLSKA SP. Z O.O.,0.0000,Mid,2,marketing,pl,Katowice,false,null,1715340608252,0.0000,FARMINA PET FOODS POLSKA SP. Z O.O.
597,Flextronics International Poland Sp. z o.o.,6050.0000,Mid,2,electronics,pl,Other,false,null,1713612602426,6350.0000,Flextronics International Poland Sp. z o.o.
598,FARMINA PET FOODS,0.0000,Mid,2,marketing,pl,Kraków,false,null,1715340557490,0.0000,FARMINA PET FOODS
600,Wow 24/7,3587.0000,Junior,2,customerService,,Remote,true,null,1715254112847,3986.0000,Wow 24/7
617,FARMINA PET FOODS POLSKA SP. Z O.O.,0.0000,Mid,2,sales,pl,Katowice,false,null,1715340480201,0.0000,FARMINA PET FOODS POLSKA SP. Z O.O.
618,FARMINA PET FOODS,0.0000,Mid,2,sales,pl,Kraków,false,null,1715340469323,0.0000,FARMINA PET FOODS
620,Link Group,30240.0000,Senior,2,erp,,Remote,true,null,1713439648375,47040.0000,Link Group
637,Edge One Solutions Sp. z o.o.,0.0000,Senior,2,businessAnalyst,,Warszawa,false,null,1715081171471,0.0000,Edge One Solutions Sp. z o.o.
638,Call2Sale,8500.0000,Mid,2,sales,pl,Remote,true,null,1715340272194,17000.0000,Call2Sale
655,BRODR. JORGENSEN S.A.,12000.0000,Mid,2,sales,en,Remote,true,null,1715081027623,21000.0000,BRODR. JORGENSEN S.A.
661,HARMAN Connected Services,18000.0000,Senior,2,businessAnalyst,,Łódź,false,null,1714476172367,26000.0000,HARMAN Connected Services
662,Call2Sale,4297.0000,Junior,2,sales,"pl, en, hr",Remote,true,null,1715340158615,8595.0000,Call2Sale
679,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715340073037,17000.0000,Call2Sale
696,EPAM Systems,0.0000,Senior,2,data,,Remote,true,null,1715253623783,0.0000,EPAM Systems
713,EPAM Systems,0.0000,Senior,2,erp,,Remote,true,null,1715253614375,0.0000,EPAM Systems
730,EPAM Systems,0.0000,Senior,2,erp,,Remote,true,null,1715253597498,0.0000,EPAM Systems
747,Wipro IT Services Poland,0.0000,Senior,2,backend,,Remote,true,.NET,1715253489284,0.0000,Wipro IT Services Poland
764,Call2Sale,8500.0000,Mid,2,sales,cs,Remote,true,null,1715339798875,17000.0000,Call2Sale
781,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715339733653,17000.0000,Call2Sale
798,Centrum Obsługi Klientów,4250.0000,Mid,2,sales,pl,Torun,false,null,1715339520231,8000.0000,Centrum Obsługi Klientów
799,Wipro IT Services Poland,21000.0000,Mid,2,backend,,Remote,true,.NET,1715253096845,31500.0000,Wipro IT Services Poland
816,Kellton Poland sp. z o.o.,15000.0000,Mid,2,projectManager,en,Remote,true,null,1715339443680,19000.0000,Kellton Poland sp. z o.o.
833,Danish Crown GBS,15000.0000,Senior,2,productManagement,,Kraków,false,null,1715252952574,25000.0000,Danish Crown GBS
834,Siemens Healthineers,0.0000,Mid,2,embedded,,Warszawa,false,C++,1715252839156,0.0000,Siemens Healthineers
835,AVENGA,25200.0000,Mid,2,data,,Warszawa,false,Java,1713956770613,31920.0000,AVENGA
836,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715338993585,17000.0000,Call2Sale
853,Wipro IT Services Poland,0.0000,Junior,2,support,en,Gdansk,false,null,1715252369276,0.0000,Wipro IT Services Poland
854,Wipro IT Services Poland,0.0000,Junior,2,support,es,Gdansk,false,null,1715252356364,0.0000,Wipro IT Services Poland
855,FIS Techlology Services (Poland) Sp. z o.o.,16000.0000,Mid,2,backend,,Warszawa,false,Java,1715079546328,18000.0000,FIS Techlology Services (Poland) Sp. z o.o.
856,Aplikacje Krytyczne Sp. z o.o.,12500.0000,Mid,2,backend,,Remote,true,.NET,1715338226682,18000.0000,Aplikacje Krytyczne Sp. z o.o.
873,Call2Sale,8500.0000,Mid,2,sales,pl,Remote,true,null,1715338217664,17000.0000,Call2Sale
890,Talent Partners,6000.0000,Trainee,2,sales,en,Łódź,false,null,1713610210959,9000.0000,Talent Partners
891,Talent Partners,15000.0000,Expert,2,finance,,Other,false,null,1713610209893,17000.0000,Talent Partners
892,Talent Partners,10000.0000,Mid,2,finance,,Other,false,null,1713610209560,13000.0000,Talent Partners
893,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715338057142,17000.0000,Call2Sale
910,FIS Techlology Services (Poland) Sp. z o.o.,16600.0000,Senior,2,data,,Warszawa,false,SQL,1715078777014,20800.0000,FIS Techlology Services (Poland) Sp. z o.o.
911,MT Industrietechnik GmbH & Co. KG,16000.0000,Mid,2,electronics,"de, en",Abroad,false,null,1715078771126,22000.0000,MT Industrietechnik GmbH & Co. KG
912,HARMAN Connected Services,15900.0000,Mid,2,data,,Remote,true,SQL,1713437160866,26600.0000,HARMAN Connected Services
929,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715337921525,17000.0000,Call2Sale
946,Talent Partners,8000.0000,Mid,2,officeAdministration,en,Katowice,false,null,1713609903150,12000.0000,Talent Partners
947,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715337853681,17000.0000,Call2Sale
964,Fujitsu Technology Solutions Sp. z o.o.,19320.0000,Senior,2,other,,Remote,true,null,1714473722952,28560.0000,Fujitsu Technology Solutions Sp. z o.o.
981,ComScore (via CC),10000.0000,Mid,2,data,,Remote,true,Spark,1713955266846,20000.0000,ComScore (via CC)
998,Pentacomp Systemy Informatyczne S.A.,16000.0000,Senior,2,testing,,Remote,true,SoapUI,1713955252085,19000.0000,Pentacomp Systemy Informatyczne S.A.
1015,Call2Sale,8500.0000,Mid,2,sales,pl,Remote,true,null,1715337620526,17000.0000,Call2Sale
1032,HR WISE Sp. z o.o.,0.0000,Senior,2,hr,,Gliwice,false,null,1714300802195,0.0000,HR WISE Sp. z o.o.
1037,HR WISE Sp. z o.o.,7000.0000,Mid,2,automation,,Other,false,null,1714300801845,9000.0000,HR WISE Sp. z o.o.
1038,PromoTraffic,0.0000,Junior,2,marketing,,Kraków,false,null,1715337583051,0.0000,PromoTraffic
1039,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715337541943,17000.0000,Call2Sale
1056,PromoTraffic,6000.0000,Mid,2,marketing,,Kraków,false,null,1715337516653,9640.0000,PromoTraffic
1057,PromoTraffic,6300.0000,Senior,2,marketing,,Kraków,false,null,1715337496069,10500.0000,PromoTraffic
1058,PromoTraffic,5000.0000,Mid,2,marketing,,Kraków,false,null,1715337480083,7800.0000,PromoTraffic
1059,PromoTraffic,5000.0000,Junior,2,marketing,,Kraków,false,null,1715337463386,9640.0000,PromoTraffic
1060,PromoTraffic,5000.0000,Mid,2,customerService,,Kraków,false,null,1715337442991,9800.0000,PromoTraffic
1061,Wipro IT Services Poland,0.0000,Mid,2,architecture,,Warszawa,false,null,1715251042428,0.0000,Wipro IT Services Poland
1062,PromoTraffic,7000.0000,Senior,2,customerService,,Kraków,false,null,1715337423584,12000.0000,PromoTraffic
1063,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715337406820,17000.0000,Call2Sale
1080,Nordcloud,13000.0000,Mid,2,devops,,Remote,true,null,1713436599746,20000.0000,Nordcloud
1097,FIS Technology Services (Poland) Sp. z o.o.,5400.0000,Mid,2,customerService,,Warszawa,false,null,1715078125830,8900.0000,FIS Technology Services (Poland) Sp. z o.o.
1098,EUROWORK,15000.0000,Junior,2,logistics,en,Abroad,false,null,1715510102209,20000.0000,EUROWORK
1099,e-delegate,5500.0000,Mid,2,finance,pl,Poznan,false,null,1715337273267,6000.0000,e-delegate
1100,Call2Sale,8500.0000,Mid,2,sales,en,Remote,true,null,1715337270620,17000.0000,Call2Sale
1117,Call2Sale,8500.0000,Mid,2,sales,pl,Remote,true,null,1715337178888,17000.0000,Call2Sale
1134,Call2Sale,8500.0000,Mid,2,sales,ro,Remote,true,null,1715337077606,17000.0000,Call2Sale
1151,Deal Direct Sp. z o.o.,10000.0000,Junior,2,sales,pl,Other,false,null,1715250510710,20000.0000,Deal Direct Sp. z o.o.
1155,Codepole,20000.0000,Senior,2,backend,,Remote,true,TypeScript,1715336816185,25000.0000,Codepole
1172,RunBit,30000.0000,Senior,2,automation,,Remote,true,null,1715336808349,40000.0000,RunBit
1189,Infogain Technologies Sp. z o.o.,21840.0000,Senior,2,fullstack,,Remote,true,.NET,1714472572789,26880.0000,Infogain Technologies Sp. z o.o.
1206,Elitmind,9576.0000,Mid,2,businessIntelligence,,Remote,true,null,1715077202029,19152.0000,Elitmind
1223,"Dunning, Kruger & Associates Sp. z o.o.",21840.0000,Senior,2,frontend,,Wroclaw,false,JavaScript,1714472366415,30240.0000,"Dunning, Kruger & Associates Sp. z o.o."
1224,RunBit,15000.0000,Junior,2,automation,,Remote,true,null,1715336321183,19000.0000,RunBit
1241,RunBit,20000.0000,Mid,2,automation,,Remote,true,null,1715336197894,29000.0000,RunBit
1258,CTHINGS.CO,22000.0000,Senior,2,backend,,Warszawa,false,Python,1713953701923,25000.0000,CTHINGS.CO
1259,Lingaro,21840.0000,Senior,2,data,,Remote,true,Python,1714471941856,25200.0000,Lingaro
1276,Horizon Marketing,5000.0000,Mid,2,marketing,,Remote,true,null,1715335885445,9000.0000,Horizon Marketing
1293,Matrix Global Services,25787.0000,Senior,2,fullstack,,Remote,true,Java,1715076664293,32234.0000,Matrix Global Services
1310,Xebia Sp. z o.o.,20000.0000,Senior,2,devops,,Remote,true,AWS,1715249453449,28000.0000,Xebia Sp. z o.o.
1327,Intetics,15946.0000,Senior,2,fullstack,,Remote,true,Java,1713435020093,17939.0000,Intetics
1344,Duco Technology Poland Sp.  z o.o.,22500.0000,Senior,2,fullstack,,Wroclaw,false,null,1715076607927,28333.0000,Duco Technology Poland Sp.  z o.o.
1345,Motorola Solutions Systems Polska,12000.0000,Mid,2,frontend,,Kraków,false,JavaScript,1715335714548,18000.0000,Motorola Solutions Systems Polska
1346,Meest International,9000.0000,Mid,2,logistics,"en, pl, es",Warszawa,false,null,1713434719268,15000.0000,Meest International
1347,Motorola Solutions Systems Polska,10000.0000,Mid,2,sysAdministrator,,Kraków,false,null,1715335491330,17000.0000,Motorola Solutions Systems Polska
1348,AmeriPol Staffing,23919.0000,Mid,2,fullstack,,Abroad,false,.NET,1715076216974,27906.0000,AmeriPol Staffing
1349,Motorola Solutions Systems Polska,14000.0000,Mid,2,testing,,Kraków,false,C#,1715335415713,17000.0000,Motorola Solutions Systems Polska
1350,HSBC Technology Poland,30000.0000,Senior,2,data,,Kraków,false,null,1715249014933,34000.0000,HSBC Technology Poland
1351,Edge One Solutions Sp. z o.o.,0.0000,Senior,2,devops,,Remote,true,Linux,1715076126891,0.0000,Edge One Solutions Sp. z o.o.
1368,Orange Polska,20000.0000,Mid,2,data,,Remote,true,SQL,1715349714349,23000.0000,Orange Polska
1385,Orange Polska,15000.0000,Mid,2,fullstack,,Remote,true,.NET,1715346811766,20000.0000,Orange Polska
1402,Antal Sp.z.o.o.,6500.0000,Mid,2,consulting,"pl, en",Other,false,null,1713952831491,10000.0000,Antal Sp.z.o.o.
1403,Orange Polska,10000.0000,Mid,2,backend,,Warszawa,false,Python,1714139966030,15000.0000,Orange Polska
1404,Sofomo,17000.0000,Senior,2,mobile,,Remote,true,Flutter,1715075992851,22000.0000,Sofomo
1421,Antal Sp.z.o.o.,9000.0000,Senior,2,logistics,,Other,false,null,1713952791982,10000.0000,Antal Sp.z.o.o.
1422,AVENGA,23520.0000,Senior,2,businessIntelligence,,Warszawa,false,null,1715075960367,26880.0000,AVENGA
1423,Motorola Solutions Systems Polska,18000.0000,Expert,2,backend,,Kraków,false,C++,1715335118013,22000.0000,Motorola Solutions Systems Polska
1424,AVENGA,21840.0000,Mid,2,devops,,Remote,true,Kubernetes,1713434200229,28560.0000,AVENGA
1441,Zowie,13000.0000,Mid,2,productManagement,,Remote,true,null,1713434156025,23000.0000,Zowie
1458,Zowie,20000.0000,Senior,2,productManagement,,Remote,true,null,1713434118878,30000.0000,Zowie
1475,Universe Group,7973.0000,Senior,2,marketing,,Warszawa,false,null,1715248393941,13953.0000,Universe Group
1476,Neontri,6000.0000,Junior,2,officeAdministration,en,Warszawa,false,null,1714470749779,6500.0000,Neontri
1477,Connectis_,16800.0000,Mid,2,fullstack,,Remote,true,React,1715334746365,21840.0000,Connectis_
1494,apreel Sp. z o.o.,25200.0000,Mid,2,backend,,Warszawa,false,.NET,1714470675086,26880.0000,apreel Sp. z o.o.
1495,Trans.eu Group S.A.,0.0000,Junior,2,officeAdministration,en,Wroclaw,false,null,1715075461562,0.0000,Trans.eu Group S.A.
1496,Trans.eu Group S.A.,0.0000,Junior,2,sales,,Wroclaw,false,null,1715075448705,0.0000,Trans.eu Group S.A.
1497,AVENGA,26880.0000,Mid,2,security,,Kraków,false,TPRM,1714470643198,28560.0000,AVENGA
1499,Trans.eu Group S.A.,0.0000,Junior,2,sales,en,Wroclaw,false,null,1715075435326,0.0000,Trans.eu Group S.A.
1500,Trans.eu Group S.A.,0.0000,Mid,2,sales,en,Wroclaw,false,null,1715075422586,0.0000,Trans.eu Group S.A.
1501,Metrolog,0.0000,Mid,2,automation,pl,Other,false,null,1715507359838,0.0000,Metrolog
1502,Motorola Solutions Systems Polska,12000.0000,Mid,2,backend,,Kraków,false,C++,1715334357657,17000.0000,Motorola Solutions Systems Polska
1503,apreel Sp. z o.o.,25200.0000,Mid,2,sysAdministrator,,Warszawa,false,null,1714470191657,28560.0000,apreel Sp. z o.o.
1504,AVENGA,23520.0000,Senior,2,backend,,Warszawa,false,Java,1715074943513,26880.0000,AVENGA
1505,Engenious,26000.0000,Mid,2,embedded,,Remote,true,null,1714470053411,30240.0000,Engenious
1522,Falck Digital Technology Poland,5040.0000,Trainee,2,projectManager,,Warszawa,false,null,1713951588506,5040.0000,Falck Digital Technology Poland
1523,CodiLime,16500.0000,Senior,2,testing,,Remote,true,Python,1714469836190,25000.0000,CodiLime
1540,TR Group,8000.0000,Mid,2,sales,,Warszawa,false,null,1715074610381,12000.0000,TR Group
1541,apreel Sp. z o.o.,26880.0000,Senior,2,businessIntelligence,,Warszawa,false,null,1714469664440,28560.0000,apreel Sp. z o.o.
1542,Emiter Sp. z o.o.,6000.0000,Junior,2,fullstack,,Katowice,false,null,1715074401138,9000.0000,Emiter Sp. z o.o.
1543,Emiter Sp. z o.o.,6000.0000,Mid,2,sales,pl,Poznan,false,null,1715074389168,10000.0000,Emiter Sp. z o.o.
1546,Edge One Solutions Sp. z o.o.,0.0000,Senior,2,fullstack,,Warszawa,false,PL/SQL,1715074379070,0.0000,Edge One Solutions Sp. z o.o.
1547,HRO Digital,18000.0000,Mid,2,mobile,,Warszawa,false,null,1715247130613,28000.0000,HRO Digital
1548,Superdevs,25200.0000,Expert,2,backend,,Remote,true,Ruby on Rails,1715333241007,30240.0000,Superdevs
1565,Motorola Solutions Systems Polska,12000.0000,Senior,2,fullstack,,Kraków,false,JavaScript,1715333231807,18000.0000,Motorola Solutions Systems Polska
1566,Siemens Healthineers,15000.0000,Senior,2,projectManager,,Remote,true,null,1715246767006,20500.0000,Siemens Healthineers
1583,Grape Up,16000.0000,Mid,2,backend,,Remote,true,Python,1714468861054,22100.0000,Grape Up
1600,Snowflake,30000.0000,Senior,2,devops,,Warszawa,false,Python,1713432036785,60000.0000,Snowflake
1601,Snowflake,30000.0000,Senior,2,artificialIntelligence,,Warszawa,false,Python,1713431878079,60000.0000,Snowflake
1602,Snowflake,30000.0000,Senior,2,testing,,Warszawa,false,null,1713431850606,60000.0000,Snowflake
1603,Convista Poland,16600.0000,Senior,2,erp,,Remote,true,null,1715073413881,24000.0000,Convista Poland
1620,Convista Poland,17500.0000,Senior,2,erp,,Remote,true,null,1715073330929,24000.0000,Convista Poland
1637,Chorus One,36543.0000,Expert,2,backend,,Remote,true,Rust,1713949910692,46510.0000,Chorus One
1639,Naviteq,23919.0000,Senior,2,devops,,Remote,true,k8,1713431421622,27906.0000,Naviteq
1656,Naviteq,17939.0000,Senior,2,backend,,Remote,true,Node.js,1713431371648,23919.0000,Naviteq
1673,Falck Digital Technology Poland,17000.0000,Mid,2,artificialIntelligence,,Warszawa,false,null,1714468088123,21000.0000,Falck Digital Technology Poland
1674,Ework Group,18480.0000,Mid,2,sysAdministrator,,Warszawa,false,null,1714467993231,21840.0000,Ework Group
1675,Snowflake,30000.0000,Senior,2,testing,,Warszawa,false,C++,1713603602959,60000.0000,Snowflake
1676,MANGOPAY,27000.0000,Senior,2,security,,Remote,true,AWS,1715072320815,35000.0000,MANGOPAY
1693,HRO Digital,18000.0000,Mid,2,mobile,,Warszawa,false,Android,1715245097021,28000.0000,HRO Digital
1694,Xebia sp. z o.o.,20000.0000,Senior,2,devops,,Remote,true,Azure,1715245079292,28000.0000,Xebia sp. z o.o.
1711,Decathlon Sp. z o.o.,0.0000,Senior,2,marketing,,Warszawa,false,null,1715071535447,0.0000,Decathlon Sp. z o.o.
1712,Olsys,0.0000,Senior,2,productManagement,en,Remote,true,null,1715244326198,0.0000,Olsys
1729,Brainhub Sp z o.o.,19000.0000,Senior,2,testing,,Remote,true,JavaScript,1713948135279,25000.0000,Brainhub Sp z o.o.
1748,Robert Majkut Design,5500.0000,Mid,2,marketing,pl,Warszawa,false,null,1715330439423,7000.0000,Robert Majkut Design
1749,Netguru,18773.0000,Senior,2,backend,,Remote,true,Ruby on Rails,1713947583871,18773.0000,Netguru
1766,Tailors Group,8000.0000,Mid,2,consulting,pl,Warszawa,false,null,1715070750549,12000.0000,Tailors Group
1767,AVENGA,8500.0000,Mid,2,customerService,,Remote,true,null,1715243506771,11000.0000,AVENGA
1784,Hitachi Energy,15000.0000,Senior,2,sysAdministrator,,Kraków,false,null,1715329842441,20000.0000,Hitachi Energy
1785,Bravura Solutions Polska Sp Z o.o.,28560.0000,Senior,2,support,,Remote,true,null,1713947194300,30240.0000,Bravura Solutions Polska Sp Z o.o.
1802,CodiLime,14000.0000,Mid,2,devops,,Remote,true,Terraform,1714465463554,19600.0000,CodiLime
1819,CodiLime,12750.0000,Mid,2,backend,,Remote,true,,1714465462020,18000.0000,CodiLime
1836,Wipro IT Services Poland,22050.0000,Senior,2,devops,,Warszawa,false,Python,1714032996659,27300.0000,Wipro IT Services Poland
1837,Reply Polska,10000.0000,Mid,2,productManagement,,Katowice,false,null,1713946253358,20000.0000,Reply Polska
1838,SMOLNA38,5000.0000,Mid,2,finance,pl,Warszawa,false,null,1715069410775,7000.0000,SMOLNA38
1839,AVENGA,18480.0000,Mid,2,devops,,Warszawa,false,Linux,1713427681358,23520.0000,AVENGA
1840,GTI SP. Z O.O.,0.0000,Mid,2,sales,pl,Other,false,null,1715500953581,0.0000,GTI SP. Z O.O.
1841,Avenga,26880.0000,Senior,2,testing,,Remote,true,Java,1713427232502,33600.0000,Avenga
